cliente_inactivo,frecuencia_compra,gasto_total_acumulado,cantidad_total_comprada,ticket_promedio,dias_desde_ultima_compra,frecuencia_mensual_compra,numero_categorias_distintas,numero_productos_distintos,canal_mas_utilizado,descuento_promedio_utilizado,segmento,edad,genero,ciudad_cliente,distrito_cliente
1,19,2477.07,53.0,137.615,1,1.1875,5,19,Tienda Física,9.39,Regular,19.0,M,Lima,San Miguel
0,15,10962.6,22.0,730.84,7,1.0714285714285714,4,15,Tienda Física,14.644,Ocasional,41.0,M,Trujillo,Vista Alegre
0,17,3152.58,32.0,185.44588235294117,25,1.2142857142857142,5,17,Tienda Física,9.529411764705882,Nuevo,19.0,M,Lima,Jesus María
0,13,4411.19,50.0,339.3223076923077,209,1.0833333333333333,6,12,Tienda Física,12.266923076923076,Premium,33.0,F,Lima,Barranco
0,14,3103.9700000000003,32.0,221.71214285714288,29,1.1666666666666667,6,14,Tienda Física,12.356428571428571,Premium,27.0,M,Piura,Sullana
0,17,2790.6600000000003,51.0,164.15647058823532,12,1.2142857142857142,5,17,Tienda Física,12.247058823529413,Regular,40.0,F,Piura,Centro
0,15,884.74,34.0,58.98266666666667,17,1.25,5,15,Tienda Física,10.421333333333333,Premium,58.0,F,Piura,Castilla
1,20,9142.22,50.0,457.111,10,1.3333333333333333,6,20,Tienda Física,10.244,Nuevo,61.0,M,Trujillo,La Merced
0,18,14006.76,38.0,778.1533333333333,4,1.6363636363636365,6,18,Tienda Física,12.910555555555556,Regular,44.0,M,Trujillo,La Merced
1,11,764.31,18.0,69.48272727272727,17,1.1,5,11,Tienda Física,10.745454545454546,Nuevo,34.0,F,Lima,Magdalena
0,25,4060.65,48.0,162.42600000000002,12,1.3157894736842106,6,25,Tienda Física,14.1644,Regular,39.0,F,Lima,San Isidro
0,12,6369.24,23.0,530.77,26,1.0909090909090908,5,11,Tienda Física,13.180833333333332,Ocasional,50.0,M,Cusco,Wanchaq
0,15,5390.0599999999995,33.0,359.3373333333333,80,1.25,5,14,Tienda Física,14.731333333333334,Nuevo,31.0,F,Lima,Magdalena
1,18,8337.57,51.0,463.1983333333333,39,1.3846153846153846,6,18,Tienda Física,8.866111111111111,Ocasional,49.0,M,Arequipa,Yanahuara
1,12,2533.08,28.0,211.09,63,1.0909090909090908,6,12,Tienda Física,11.543333333333331,Regular,57.0,F,Trujillo,Vista Alegre
0,13,7193.45,31.0,553.3423076923077,136,1.3,5,13,Tienda Física,12.516153846153847,Premium,24.0,F,Lima,Miraflores
0,20,13749.22,44.0,687.461,88,1.3333333333333333,6,20,Tienda Física,8.472,Ocasional,39.0,M,Trujillo,Vista Alegre
1,17,5205.85,35.0,306.2264705882353,4,1.4166666666666667,6,17,Tienda Física,9.53,Regular,51.0,M,Lima,Surco
0,13,3664.8999999999996,39.0,281.9153846153846,75,1.1818181818181819,5,13,Tienda Física,11.118461538461538,Ocasional,54.0,F,Cusco,Santiago
1,19,10101.03,50.0,531.6331578947369,27,1.1176470588235294,5,19,Tienda Física,12.716315789473684,Regular,40.0,F,Lima,San Miguel
0,11,3027.55,54.00518413541556,275.2318181818182,70,1.1,6,11,Tienda Física,11.912727272727272,Regular,41.0,M,Lima,Magdalena
0,20,3099.8100000000004,45.0,154.99050000000003,12,1.25,5,20,Tienda Física,11.186499999999999,Nuevo,22.0,F,Lima,Miraflores
1,18,10878.86,34.0,639.9329411764706,96,1.2,6,18,Tienda Física,10.333333333333334,Premium,38.0,M,Piura,Miraflores
0,14,2653.66,34.0,189.54714285714286,11,1.2727272727272727,6,14,Tienda Física,10.026428571428571,Ocasional,32.0,F,Cusco,Cercado
0,14,2277.36,28.0,162.66857142857143,82,1.1666666666666667,6,14,Tienda Física,9.75923076923077,Regular,42.0,M,Lima,Surco
1,17,7192.009999999999,26.0,423.0594117647058,85,1.4166666666666667,6,17,Tienda Física,12.627058823529412,Regular,18.0,M,Lima,San Miguel
0,21,4433.673141358417,42.0,211.1272924456389,17,1.4,6,21,Tienda Física,11.736190476190476,Ocasional,18.0,F,Trujillo,La Merced
0,18,2109.29,42.0,117.18277777777777,45,1.2857142857142858,6,18,Tienda Física,11.877777777777778,Premium,36.0,M,Cusco,Santiago
0,11,2311.66,26.0,210.15090909090907,98,1.0,6,11,Tienda Física,17.757272727272728,Premium,49.0,F,Arequipa,Yanahuara
1,15,2429.0,31.0,161.93333333333334,16,1.3636363636363635,6,15,Tienda Física,10.974,Premium,31.0,M,Lima,Barranco
0,20,5015.58,51.0,250.779,24,1.4285714285714286,6,20,Tienda Física,9.736,Premium,45.0,F,Trujillo,Mansiche
0,12,3265.71,25.0,272.1425,103,1.2,6,12,Tienda Física,10.5675,Nuevo,34.0,F,Arequipa,Paucarpata
0,27,13757.28,74.0,509.5288888888889,72,1.588235294117647,6,27,Tienda Física,12.629999999999999,Regular,52.0,F,Lima,Barranco
0,20,3211.4500000000003,40.0,160.57250000000002,82,1.6666666666666667,6,20,Tienda Física,11.58421052631579,Regular,47.0,F,Trujillo,Mansiche
0,12,4334.900000000001,24.0,361.24166666666673,103,1.0909090909090908,4,12,Tienda Física,11.029166666666667,Premium,61.0,F,Arequipa,Paucarpata
1,24,24148.859999999997,47.0,1006.2024999999999,32,1.411764705882353,6,24,Tienda Física,12.543750000000001,Regular,55.0,M,Lima,San Miguel
0,14,4621.8,31.0,330.12857142857143,8,1.0769230769230769,6,14,Tienda Física,15.862857142857143,Nuevo,48.0,M,Lima,Lince
1,14,2825.65,30.0,201.83214285714286,92,1.4,6,13,Tienda Física,14.546428571428573,Premium,18.0,M,Arequipa,Cercado
0,13,11953.64,28.0,919.5107692307691,49,1.1818181818181819,5,13,Tienda Física,11.222307692307691,Regular,18.0,M,Piura,Castilla
1,18,4315.49,38.0,239.74944444444444,46,2.0,5,18,Tienda Física,12.781176470588235,Ocasional,35.0,M,Trujillo,El Recreo
0,20,7776.25,42.0,388.8125,52,1.0526315789473684,6,18,Tienda Física,12.203,Nuevo,59.0,M,Trujillo,Vista Alegre
0,14,1570.39,35.0,112.1707142857143,3,1.0769230769230769,5,14,Tienda Física,12.465714285714286,Regular,50.0,F,Lima,Jesus María
0,14,3925.24,38.0,280.3742857142857,70,1.0769230769230769,6,14,Tienda Física,9.950714285714286,Regular,36.0,F,Lima,Surco
0,19,12672.06,44.0,666.9505263157895,13,1.2666666666666666,6,19,Tienda Física,13.681052631578947,Premium,59.0,F,Cusco,San Jerónimo
1,12,2944.83,23.0,245.4025,42,1.0909090909090908,6,12,Tienda Física,12.173333333333332,Regular,28.0,M,Cusco,Santiago
0,13,4545.67,29.0,349.66692307692307,36,1.0833333333333333,5,12,Tienda Física,12.04076923076923,Ocasional,37.0,F,Trujillo,El Recreo
0,18,5494.610000000001,31.0,305.2561111111111,128,1.3846153846153846,6,18,Tienda Física,12.83,Ocasional,51.0,M,Arequipa,Cerro Colorado
0,22,4477.24,49.0,203.51090909090908,75,1.2222222222222223,6,22,Tienda Física,11.895454545454545,,22.0,M,Cusco,Santiago
0,9,3222.3599999999997,23.0,358.03999999999996,281,1.2857142857142858,6,9,Tienda Física,15.30888888888889,Premium,58.0,M,Lima,San Miguel
0,14,2148.5,32.0,153.46428571428572,63,1.5555555555555556,5,14,Tienda Física,9.344285714285714,Premium,30.0,M,Lima,La Molina
0,19,5919.400000000001,39.0,311.5473684210527,174,1.1875,6,19,Tienda Física,11.203684210526315,Nuevo,35.0,M,Arequipa,Paucarpata
0,14,4013.51,31.0,286.67928571428575,18,1.2727272727272727,6,13,Tienda Física,11.973571428571429,Ocasional,55.0,F,Piura,Castilla
0,12,9653.5,38.0,804.4583333333334,74,1.2,4,12,Tienda Física,10.065,Ocasional,38.0,F,Lima,San Isidro
0,20,12204.77,53.0,610.2385,31,1.25,6,20,Tienda Física,9.936499999999999,Regular,33.0,F,Lima,Magdalena
0,14,8253.68,30.0,589.5485714285714,16,1.1666666666666667,6,14,Tienda Física,11.489285714285714,Nuevo,39.0,F,Cusco,Santiago
0,16,3789.68,35.0,236.855,3,1.2307692307692308,6,15,Tienda Física,13.03375,Regular,52.0,F,Lima,La Molina
0,11,7519.34,15.0,683.5763636363637,4,1.0,5,11,Tienda Física,9.611818181818181,Ocasional,30.0,F,Trujillo,El Recreo
0,22,7192.67,48.0,326.93954545454545,3,1.375,6,22,Tienda Física,11.795,Regular,27.0,F,Cusco,Wanchaq
0,26,10714.65,52.0,412.1019230769231,33,1.368421052631579,6,25,Tienda Física,12.885384615384615,Ocasional,41.0,F,Lima,Pueblo Libre
0,13,3190.93,19.0,245.45615384615382,129,1.4444444444444444,5,13,Tienda Física,13.957692307692307,Regular,28.0,M,Arequipa,Yanahuara
0,14,5351.360000000001,34.0,382.24000000000007,64,1.0,6,14,Tienda Física,12.477857142857143,Nuevo,22.0,F,Lima,San Isidro
0,13,1385.08,37.0,106.54461538461538,12,1.3,5,13,Tienda Física,9.536923076923078,Ocasional,32.0,F,Lima,San Isidro
1,19,9104.33,40.0,479.17526315789473,29,1.2666666666666666,6,18,Tienda Física,12.621578947368421,Ocasional,49.0,M,Trujillo,La Merced
0,16,2880.83,37.0,180.051875,160,1.7777777777777777,6,15,Tienda Física,11.828125,Regular,46.0,F,Lima,Magdalena
0,11,2820.7500000000005,26.0,256.43181818181824,63,1.1,5,11,Tienda Física,11.98,Nuevo,50.0,F,Arequipa,Cercado
0,16,3895.43,34.0,243.464375,97,1.2307692307692308,5,16,Tienda Física,12.01125,Ocasional,46.0,F,Arequipa,Cayma
1,12,8956.5,25.0,746.375,53,1.2,5,12,Tienda Física,15.559166666666668,Regular,24.0,F,Lima,Miraflores
0,14,2392.88,35.0,184.0676923076923,49,1.2727272727272727,5,14,Tienda Física,12.162857142857144,Ocasional,40.0,F,Lima,Miraflores
1,17,4254.610000000001,40.0,250.27117647058827,61,1.3076923076923077,6,17,Tienda Física,11.08,Ocasional,43.0,M,Cusco,San Jerónimo
0,12,1223.54,25.0,101.96166666666666,228,1.0909090909090908,5,12,Tienda Física,12.862499999999999,Regular,33.0,M,Lima,La Molina
0,22,6995.0599999999995,49.0,317.9572727272727,2,1.2941176470588236,6,22,Tienda Física,13.956818181818182,Nuevo,37.0,F,Lima,Jesus María
0,10,4166.26,26.0,416.62600000000003,24,1.0,4,10,Tienda Física,13.018,Regular,34.0,F,Piura,Castilla
1,14,4153.807820152229,25.0,296.7005585823021,65,1.0769230769230769,5,14,Tienda Física,13.28,Ocasional,34.0,F,Lima,Surco
0,19,6410.34,45.0,337.3863157894737,74,1.3571428571428572,5,18,Tienda Física,10.103157894736842,Nuevo,27.0,M,Lima,Miraflores
0,16,1583.45,39.0,98.965625,152,1.6,5,16,Tienda Física,14.861875,Regular,38.0,M,Lima,San Miguel
1,12,5577.92,30.0,464.82666666666665,60,1.3333333333333333,6,12,Tienda Física,14.134166666666667,Regular,33.0,F,Arequipa,Cerro Colorado
1,13,6081.55,21.0,467.8115384615385,32,1.1818181818181819,6,13,Tienda Física,9.243076923076924,Ocasional,53.0,F,Arequipa,Cerro Colorado
0,11,13951.92,30.0,1268.3563636363635,143,1.0,6,10,Tienda Física,14.180909090909092,Regular,42.0,F,Cusco,Santiago
0,15,4848.73,29.0,323.2486666666666,18,1.1538461538461537,6,15,Tienda Física,12.184,Ocasional,39.0,F,Cusco,Cercado
0,19,7995.51,38.0,420.8163157894737,65,1.3571428571428572,6,19,Tienda Física,14.563157894736841,Ocasional,52.0,F,Trujillo,Centro
1,10,3145.8700000000003,28.0,314.58700000000005,36,1.1111111111111112,5,10,Tienda Física,8.587,Nuevo,26.0,M,Lima,Surco
1,14,4661.8099999999995,36.0,332.9864285714285,9,1.2727272727272727,6,14,Tienda Física,12.916428571428572,Ocasional,22.0,F,Trujillo,El Recreo
0,15,2421.78,31.0,161.45200000000003,50,1.1538461538461537,6,15,Tienda Física,11.805333333333333,Regular,49.0,M,Trujillo,Mansiche
1,18,2426.6,37.0,134.8111111111111,49,1.3846153846153846,5,17,Tienda Física,12.743333333333332,Regular,45.0,M,Lima,Magdalena
0,18,1271.73,41.0,70.65166666666667,32,1.0588235294117647,5,18,Tienda Física,9.242222222222221,Nuevo,38.0,M,Arequipa,Paucarpata
0,11,4683.030000000001,24.0,425.7300000000001,67,1.1,6,11,Tienda Física,11.342727272727272,Regular,30.0,F,Piura,Sullana
0,18,3094.31,48.0,171.9061111111111,159,1.2,6,18,Tienda Física,11.070588235294117,Regular,43.0,F,Lima,Jesus María
1,14,1085.1,31.0,77.50714285714285,178,1.2727272727272727,5,14,Tienda Física,9.41,Regular,30.0,M,Lima,San Miguel
0,17,2719.9900000000002,43.0,159.99941176470588,25,1.1333333333333333,6,17,Tienda Física,13.284117647058824,Nuevo,37.0,M,Lima,Barranco
0,11,5397.16,21.0,490.65090909090907,98,1.0,6,11,Tienda Física,13.376363636363635,Premium,25.0,F,Trujillo,El Recreo
1,15,2846.076203452459,34.0,189.7384135634973,51,1.5,6,15,Tienda Física,15.497333333333334,Regular,55.0,M,Trujillo,Centro
0,8,4253.79,29.0,531.72375,136,1.3333333333333333,5,8,Tienda Física,16.916249999999998,Regular,42.0,F,Lima,Barranco
0,15,3729.74,36.0,248.64933333333332,6,1.1538461538461537,6,15,Tienda Física,10.070666666666666,Premium,42.0,F,Lima,Lince
0,15,618.67,33.0,41.24466666666667,13,1.0714285714285714,3,15,Tienda Física,15.350666666666665,,20.0,F,Arequipa,Cercado
1,18,6961.17,50.0,386.7316666666667,36,1.2857142857142858,6,18,Tienda Física,12.803333333333335,Regular,29.0,F,Trujillo,La Merced
1,11,7603.21,25.0,691.2009090909091,4,1.1,5,11,Tienda Física,13.288181818181819,Regular,31.0,M,Piura,Centro
0,10,6661.99,15.0,666.199,63,1.4285714285714286,5,10,Tienda Física,14.077000000000002,Nuevo,45.0,F,Arequipa,Cerro Colorado
0,22,3981.16,50.0,180.9618181818182,127,1.4666666666666666,6,22,Tienda Física,13.068636363636363,Ocasional,50.0,F,Trujillo,La Merced
0,20,6435.69,39.0,321.7845,10,1.5384615384615385,6,20,Tienda Física,11.3765,Ocasional,27.0,M,Lima,Magdalena
0,9,455.43,21.0,50.60333333333333,51,1.125,3,8,Tienda Física,9.343333333333334,Regular,49.0,M,Lima,Lince
0,16,4439.25,32.0,277.453125,23,1.3333333333333333,6,16,Tienda Física,12.551875,Premium,53.0,M,Cusco,San Sebastián
0,14,5831.16,25.0,416.51142857142855,81,1.4,6,14,Tienda Física,15.670769230769231,Ocasional,19.0,F,Arequipa,Paucarpata
0,12,2484.65,19.0,207.05416666666667,324,1.2,5,12,Tienda Física,11.460833333333333,Regular,47.0,M,Lima,San Miguel
1,12,1616.4,25.0,134.70000000000002,75,1.3333333333333333,6,12,Tienda Física,14.705,Nuevo,18.0,M,Arequipa,Cercado
0,13,4108.69,30.0,316.0530769230769,15,1.0,5,13,Tienda Física,12.393846153846154,Nuevo,62.0,M,Lima,Lince
0,20,7707.98,45.0,385.399,1,1.25,6,20,Tienda Física,14.915000000000001,Regular,27.0,M,Arequipa,Cercado
0,17,3204.63,34.0,188.50764705882352,67,1.3076923076923077,6,17,Tienda Física,13.889411764705883,Regular,52.0,M,Arequipa,Cerro Colorado
0,13,4672.26,23.0,359.4046153846154,248,1.3,6,13,Tienda Física,12.36923076923077,Premium,46.0,F,Lima,La Molina
0,8,2229.6600000000003,18.0,278.70750000000004,20,1.0,5,8,Tienda Física,9.14625,Nuevo,41.0,F,Lima,La Molina
0,19,6939.31,47.0,365.2268421052632,34,1.7272727272727273,6,19,Tienda Física,12.848947368421053,Ocasional,31.0,M,Lima,Pueblo Libre
1,9,3517.7599999999998,27.0,390.8622222222222,3,1.2857142857142858,5,9,Tienda Física,14.770000000000001,Regular,36.0,F,Arequipa,Yanahuara
0,21,7367.0,48.0,350.8095238095238,29,1.1666666666666667,6,20,Tienda Física,11.85142857142857,Ocasional,32.0,F,Lima,Barranco
0,12,5495.22,28.0,457.935,7,1.5,6,12,Web,13.152499999999998,Regular,37.0,M,Lima,Lince
0,18,3253.67,39.0,180.75944444444445,8,1.2857142857142858,6,18,Tienda Física,13.59388888888889,Ocasional,21.0,M,Lima,Jesus María
0,18,5254.5199999999995,37.0,291.91777777777776,35,1.2,6,18,Tienda Física,10.255,Regular,31.0,F,Arequipa,Paucarpata
0,18,5102.7,33.0,283.48333333333335,18,1.2,6,18,Tienda Física,11.034444444444444,Ocasional,20.0,M,Lima,Lince
1,25,4480.6900000000005,60.0,179.22760000000002,33,1.3888888888888888,6,25,Tienda Física,11.7372,Regular,35.0,M,Lima,Magdalena
1,13,3756.9500000000003,26.0,288.99615384615385,5,1.3,5,13,Tienda Física,16.677692307692308,Regular,40.0,M,Trujillo,El Recreo
0,12,8291.85,33.0,690.9875000000001,58,1.0,5,12,Tienda Física,14.603333333333333,Ocasional,39.0,M,Lima,Lince
0,11,3592.98,19.0,326.63454545454545,92,1.0,5,11,Tienda Física,9.568181818181818,Ocasional,33.0,F,Lima,Barranco
0,13,1534.77,35.0,118.05923076923077,71,1.3,5,13,Tienda Física,9.518461538461539,Premium,38.0,F,Arequipa,Cayma
0,15,935.72,36.0,66.83714285714287,87,1.25,5,15,Tienda Física,13.232666666666667,Ocasional,20.0,F,Lima,Miraflores
0,24,7095.04,49.0,308.48,28,1.3333333333333333,5,23,Tienda Física,11.680833333333332,Regular,55.0,F,Lima,San Miguel
1,15,7364.54,36.0,526.0385714285715,165,1.25,5,15,Tienda Física,11.646666666666667,Premium,18.0,M,Arequipa,Cayma
0,19,2529.24,55.0,133.1178947368421,99,1.4615384615384615,5,19,Tienda Física,10.996315789473684,Regular,51.0,M,Arequipa,Yanahuara
1,16,2419.84,32.0,151.24,60,1.2307692307692308,6,16,Tienda Física,13.363125,Regular,52.0,M,Arequipa,Yanahuara
1,13,8591.01,28.0,660.8469230769231,70,1.1818181818181819,5,13,Tienda Física,9.589230769230769,Premium,54.0,F,Trujillo,El Recreo
0,12,4718.160000000001,21.0,393.18000000000006,119,1.5,5,12,Tienda Física,11.8925,Nuevo,48.0,M,Lima,San Miguel
0,8,3259.01,13.0,407.37625,77,1.0,4,8,Tienda Física,10.6475,Regular,44.0,M,Arequipa,Cercado
1,15,3308.7999999999997,40.0,220.58666666666664,156,1.25,6,15,Tienda Física,11.258666666666667,Premium,18.0,M,Lima,San Miguel
0,15,5946.76,42.0,396.4506666666667,94,1.5,5,14,Tienda Física,11.81,Ocasional,28.0,F,Lima,San Miguel
0,11,755.46,27.0,68.67818181818183,146,1.1,4,11,Tienda Física,10.799090909090909,Regular,34.0,F,Lima,Surco
1,23,6849.06,50.0,297.78521739130434,1,1.4375,6,22,Tienda Física,13.544782608695652,Regular,22.0,M,Cusco,Cercado
0,14,9847.46,28.0,703.39,49,1.2727272727272727,4,14,Tienda Física,10.730714285714285,Regular,41.0,F,Arequipa,Cayma
0,13,1028.1,25.0,79.08461538461538,66,1.4444444444444444,5,13,Tienda Física,11.697692307692307,Nuevo,46.0,F,Piura,
1,16,7744.87,32.0,484.054375,78,1.4545454545454546,6,16,Tienda Física,14.08,Nuevo,25.0,F,Piura,Castilla
0,18,3723.18,33.0,206.84333333333333,50,1.3846153846153846,6,18,Tienda Física,14.131666666666668,Ocasional,47.0,M,Lima,Surco
0,11,7451.13,21.0,677.3754545454545,49,1.2222222222222223,4,11,Tienda Física,10.873636363636363,Premium,46.0,F,Trujillo,
1,17,9431.37,43.0,554.7864705882354,32,1.1333333333333333,5,17,Tienda Física,9.836470588235294,Nuevo,51.0,F,Trujillo,Mansiche
0,18,3054.78,50.0,169.71,72,1.2857142857142858,6,17,Tienda Física,11.110555555555557,Ocasional,53.0,M,Lima,La Molina
0,17,4362.566763756533,41.0,256.6215743386196,101,1.0625,6,17,Tienda Física,9.479411764705883,Regular,34.0,F,Lima,Jesus María
0,10,2482.1499999999996,21.0,248.21499999999997,150,1.25,6,10,Tienda Física,16.963,Nuevo,42.0,M,Lima,San Isidro
0,13,3847.06,23.0,320.5883333333333,65,1.1818181818181819,5,13,Tienda Física,9.788461538461538,Ocasional,43.0,M,Lima,Surco
0,15,7286.23,35.0,485.7486666666666,2,1.1538461538461537,6,15,Tienda Física,11.997333333333334,Premium,44.0,M,Lima,Surco
1,12,4387.93,34.0,365.66083333333336,197,1.2,5,12,Tienda Física,11.0025,Regular,18.0,M,Cusco,San Jerónimo
0,18,6714.88,40.0,373.0488888888889,73,1.3846153846153846,6,18,Tienda Física,13.106666666666667,Premium,37.0,M,Arequipa,Cercado
0,15,5831.35,44.0,388.7566666666667,40,1.25,6,15,Tienda Física,10.934666666666667,Nuevo,40.0,M,Lima,Magdalena
0,14,4417.65,34.0,315.5464285714285,64,1.1666666666666667,6,14,Tienda Física,12.200714285714286,Ocasional,37.0,F,Arequipa,Cayma
0,15,1191.1200000000001,29.0,79.408,40,1.1538461538461537,5,14,Tienda Física,12.493333333333334,Ocasional,32.0,M,Piura,Miraflores
0,15,3246.37,32.0,216.42466666666667,10,1.3636363636363635,6,15,Tienda Física,10.312666666666667,Nuevo,26.0,M,Lima,La Molina
0,13,3725.41,24.0,286.57,7,1.0833333333333333,4,13,Tienda Física,13.946153846153846,Ocasional,32.0,F,Arequipa,Paucarpata
1,16,9575.75,29.0,598.484375,166,1.4545454545454546,6,16,Tienda Física,13.92375,Nuevo,52.0,F,Lima,Lince
0,19,2697.48,64.0,141.97263157894736,42,1.3571428571428572,6,19,Tienda Física,11.017894736842106,Regular,40.0,F,Arequipa,Paucarpata
0,20,3226.21,41.0,169.80052631578948,81,1.3333333333333333,6,20,Tienda Física,14.336000000000002,Nuevo,19.0,F,Lima,La Molina
1,14,3793.8900000000003,29.0,270.9921428571429,204,1.0,5,14,Tienda Física,13.394285714285715,Regular,42.0,M,Arequipa,Paucarpata
0,22,17445.077406782235,48.0,792.958063944647,9,1.4666666666666666,6,22,Tienda Física,15.885000000000002,Nuevo,46.0,M,Lima,San Isidro
0,15,4289.88,31.0,285.992,88,1.0714285714285714,6,15,Tienda Física,13.457333333333334,Regular,18.0,F,Arequipa,Paucarpata
0,7,3443.9900000000002,15.0,491.99857142857144,170,1.0,4,7,Tienda Física,12.31,Regular,45.0,F,Arequipa,Cayma
0,8,3743.5499999999997,14.0,467.94374999999997,125,1.3333333333333333,5,8,Tienda Física,6.07625,Nuevo,23.0,M,Cusco,San Sebastián
0,14,2407.8,24.0,171.9857142857143,47,1.1666666666666667,6,14,Tienda Física,11.109285714285715,Regular,37.0,F,Piura,Veintiséis de Octubre
0,12,5239.599999999999,24.0,436.63333333333327,180,1.2,5,12,Tienda Física,9.625,Ocasional,21.0,M,Lima,Miraflores
0,21,5442.768394335512,41.0,259.1794473493101,82,1.6153846153846154,6,20,Tienda Física,11.624761904761906,Ocasional,51.0,F,Lima,Lince
0,11,978.51,26.0,88.95545454545454,271,1.2222222222222223,5,11,Tienda Física,13.377272727272727,Nuevo,38.0,F,Cusco,Cercado
0,10,4147.8,15.0,414.78000000000003,23,1.1111111111111112,4,10,Tienda Física,14.455000000000002,Regular,18.0,M,Arequipa,Yanahuara
0,19,13507.83,46.0,710.9384210526316,2,1.1875,6,19,Tienda Física,10.153684210526315,Ocasional,35.0,M,Lima,Surco
0,18,3724.5099999999998,43.0,206.91722222222222,3,1.3846153846153846,6,18,Tienda Física,13.129444444444445,Premium,51.0,M,Piura,Sullana
0,15,13663.01,30.0,910.8673333333334,91,1.25,5,15,Tienda Física,11.108,Nuevo,38.0,F,Arequipa,Yanahuara
1,19,1763.44,52.0,92.81263157894738,111,1.4615384615384615,5,19,Tienda Física,9.389473684210527,Ocasional,46.0,F,Lima,La Molina
0,20,3109.2,43.0,155.45999999999998,33,1.3333333333333333,6,20,Tienda Física,13.5965,Regular,57.0,F,Trujillo,Mansiche
0,21,3358.4900000000002,47.0,159.92809523809524,40,1.3125,6,21,Tienda Física,9.391428571428571,Ocasional,27.0,F,Arequipa,Cercado
1,17,1356.58,39.0,79.79882352941176,33,1.1333333333333333,5,17,Tienda Física,12.368823529411763,Regular,36.0,M,Lima,San Miguel
1,18,10038.6,36.0,557.7,76,1.2,6,18,Tienda Física,11.331111111111111,Regular,58.0,F,Lima,Pueblo Libre
0,10,6113.98,18.0,611.3979999999999,15,1.1111111111111112,6,10,Tienda Física,10.745,Ocasional,18.0,M,Lima,La Molina
0,8,8088.3,18.0,1011.0375,92,1.1428571428571428,5,8,Tienda Física,11.57875,Nuevo,49.0,M,Lima,Jesus María
0,11,1132.49,23.0,102.95363636363636,38,1.5714285714285714,5,11,Tienda Física,14.188181818181818,Regular,24.0,F,Lima,San Miguel
1,17,958.92,40.0,56.40705882352941,42,1.1333333333333333,5,16,Tienda Física,10.556470588235294,Premium,30.0,F,Trujillo,El Recreo
0,7,289.42,9.0,41.34571428571429,75,1.1666666666666667,4,7,Tienda Física,14.745714285714286,Regular,38.0,M,Lima,Surco
0,19,3486.48,45.0,193.69333333333333,95,1.2666666666666666,6,19,Tienda Física,11.558947368421054,Regular,39.0,F,Lima,La Molina
0,11,1496.68,28.0,136.06181818181818,26,1.375,5,10,Tienda Física,14.20909090909091,Ocasional,19.0,M,Cusco,San Jerónimo
0,13,6167.04,25.0,474.3876923076923,17,1.0833333333333333,5,13,Tienda Física,12.57,Ocasional,28.0,M,Arequipa,Cercado
0,18,3328.3700000000003,40.0,184.90944444444446,21,1.2857142857142858,6,18,Tienda Física,13.438333333333334,Ocasional,44.0,M,Arequipa,Cercado
0,17,3712.99,39.0,218.41117647058823,150,1.4166666666666667,6,17,Tienda Física,14.90235294117647,Regular,23.0,F,Trujillo,El Recreo
0,5,1610.0700000000002,5.0,322.014,23,1.25,3,5,App,14.039999999999997,Ocasional,52.0,F,Arequipa,Cerro Colorado
0,20,4013.13,44.0,200.6565,63,1.1764705882352942,5,20,Tienda Física,12.67315789473684,Regular,48.0,F,Lima,Barranco
1,12,4948.4800000000005,32.0,412.3733333333334,93,1.0909090909090908,6,12,Tienda Física,12.516666666666666,Premium,18.0,F,Lima,Jesus María
0,18,4517.97,28.0,250.99833333333333,78,1.3846153846153846,6,18,Tienda Física,13.434444444444445,Premium,30.0,M,Cusco,San Jerónimo
0,13,1497.01,34.0,115.15461538461538,36,1.3,4,13,Tienda Física,8.433846153846154,Regular,39.0,M,Lima,Lince
0,18,7075.2300000000005,35.0,393.0683333333334,9,1.2857142857142858,6,17,Tienda Física,11.84388888888889,Regular,30.0,F,Cusco,Wanchaq
1,13,5906.54,32.0,454.34923076923076,134,1.0833333333333333,6,13,Tienda Física,11.631538461538462,Premium,41.0,F,Piura,Castilla
0,17,7366.9,43.0,433.3470588235294,17,1.3076923076923077,6,17,Tienda Física,15.189411764705884,Regular,44.0,F,Lima,Barranco
0,17,2360.01,32.0,138.82411764705884,21,1.0625,5,17,Tienda Física,13.483529411764707,Regular,20.0,F,Lima,La Molina
0,18,6422.29,35.0,356.7938888888889,13,1.2857142857142858,6,18,Tienda Física,14.266111111111112,Regular,69.0,M,Lima,Magdalena
1,21,11273.5,46.0,563.675,14,1.3125,6,20,Tienda Física,10.593333333333334,Regular,18.0,M,Lima,Jesus María
0,24,5325.650000000001,58.0,221.90208333333337,90,1.263157894736842,6,24,Tienda Física,10.956666666666665,Regular,68.0,F,Arequipa,Yanahuara
0,7,2140.56,13.0,305.7942857142857,464,1.75,5,7,Tienda Física,10.195714285714287,Nuevo,25.0,M,Piura,Veintiséis de Octubre
0,19,5031.0199999999995,78.3064085018706,264.79052631578946,139,1.1875,6,19,Tienda Física,11.24,Nuevo,53.0,F,Arequipa,Yanahuara
0,14,5493.03,31.0,392.3592857142857,22,1.0769230769230769,6,14,Tienda Física,15.312142857142858,Nuevo,29.0,M,Lima,Miraflores
