id_producto,id_tienda,stock,stock_minimo,stock_maximo,costo_almacenamiento,ultima_actualizacion
441,5,53.0,10.0,79.0,1.56,2025-12-26
441,6,55.0,11.0,82.0,1.22,2025-12-18
441,7,60.0,12.0,90.0,1.16,2025-12-13
441,8,56.0,11.0,84.0,1.45,2025-12-24
441,9,47.0,9.0,70.0,0.89,2025-12-07
441,10,52.0,10.0,78.0,1.16,2025-12-23
441,11,53.0,10.0,79.0,1.47,2025-12-09
441,12,6.0,0.0,10.0,0.0,2025-12-05
442,1,40.0,8.0,60.0,1.55,2025-12-26
442,2,53.0,10.0,79.0,1.68,2025-12-07
442,3,54.0,10.0,81.0,0.9,2025-12-23
442,4,48.0,9.0,72.0,0.76,2025-12-25
442,5,49.0,9.0,73.0,1.33,2025-12-30
442,6,50.0,10.0,75.0,1.43,2025-12-24
442,7,58.0,11.0,87.0,2.44,2025-12-20
442,8,44.0,8.0,66.0,1.79,2025-12-29
442,9,47.0,9.0,70.0,0.81,2025-12-19
442,10,48.0,9.0,72.0,1.16,2025-12-19
442,11,57.0,11.0,85.0,1.71,2025-12-17
442,12,6.0,,10.0,0.0,2025-12-16
443,1,20.0,4.0,30.0,1.23,2025-12-07
443,2,22.0,4.0,33.0,2.53,2025-12-25
443,3,24.0,4.0,36.0,2.19,2025-12-25
443,4,16.0,3.0,24.0,2.9,2025-12-04
443,5,18.0,3.0,27.0,2.6,2025-12-08
443,6,15.0,3.0,22.0,2.4,2025-12-04
443,7,23.0,4.0,34.0,4.14,2025-12-03
443,8,18.0,3.0,27.0,2.8,2025-12-08
443,9,18.0,3.0,27.0,2.61,2025-12-17
443,10,22.0,4.0,33.0,2.4,2025-12-19
443,11,10.0,2.0,15.0,2.42,2025-12-08
443,12,3.0,0.0,10.0,0.0,2025-12-11
444,1,45.0,9.0,67.0,,2025-12-24
444,2,61.0,12.0,91.0,0.97,2025-12-09
444,3,43.0,8.0,64.0,0.89,2025-12-23
444,4,44.0,8.0,66.0,0.94,2025-12-22
444,5,46.0,9.0,69.0,0.87,2025-12-17
444,6,54.0,10.0,81.0,1.43,2025-12-28
444,7,55.0,11.0,82.0,1.65,2025-12-23
444,8,45.0,9.0,67.0,1.3,2025-12-22
444,9,48.0,9.0,72.0,1.87,2025-12-27
444,10,57.0,11.0,85.0,1.81,2025-12-21
444,11,55.0,11.0,82.0,1.76,2025-12-26
444,12,8.0,0.0,10.0,0.0,2025-12-23
445,1,51.0,10.0,76.0,0.84,2025-12-06
445,2,54.0,10.0,81.0,1.43,2025-12-05
445,3,45.0,9.0,67.0,1.02,2025-12-04
445,4,55.0,11.0,82.0,,2025-12-31
445,5,56.0,11.0,84.0,0.97,2025-12-09
445,6,41.0,8.0,61.0,0.57,2025-12-27
445,7,60.0,12.0,90.0,1.84,2025-12-05
445,8,47.0,9.0,70.0,0.69,2025-12-03
445,9,68.0,13.0,102.0,1.21,2025-12-20
445,10,45.0,9.0,67.0,1.47,2025-12-31
445,11,50.0,10.0,75.0,1.43,2025-12-08
445,12,2.0,0.0,10.0,0.0,2025-12-16
446,1,24.0,4.0,36.0,3.25,2025-12-11
446,2,14.0,2.0,21.0,2.56,2025-12-02
446,3,19.0,3.0,28.0,3.34,2025-12-02
446,4,18.0,3.0,27.0,2.5,2025-12-28
446,5,24.0,4.0,36.0,1.82,2025-12-31
446,6,24.0,4.0,36.0,3.36,2025-12-13
446,7,15.0,3.0,22.0,1.78,2025-12-07
446,8,19.0,3.0,28.0,2.3,2025-12-19
446,9,22.0,4.0,33.0,3.42,2025-12-20
446,10,20.0,4.0,30.0,3.62,2025-12-14
446,11,22.0,4.0,33.0,3.16,2025-12-30
446,12,8.0,0.0,10.0,0.0,2025-12-23
447,1,17.0,3.0,25.0,1.23,2025-12-08
447,2,20.0,4.0,30.0,1.79,
447,3,27.0,5.0,40.0,1.8,2025-12-26
447,4,21.0,4.0,31.0,1.2,2025-12-15
447,5,,5.0,39.0,1.58,2025-12-08
447,6,21.0,4.0,31.0,0.87,2025-12-07
447,7,20.0,4.0,30.0,2.65,2025-12-26
447,8,19.0,3.0,28.0,2.81,2025-12-02
447,9,18.0,3.0,27.0,2.28,2025-12-10
447,10,22.0,4.0,33.0,1.93,2025-12-31
447,11,21.0,4.0,31.0,2.08,2025-12-17
447,12,7.0,0.0,10.0,0.0,2025-12-09
448,1,2.0,0.0,3.0,72.19,2025-12-03
448,2,6.0,1.0,9.0,140.1,2025-12-20
448,3,5.0,1.0,7.0,78.92,2025-12-04
448,4,2.0,0.0,3.0,76.55,2025-12-30
448,5,5.0,1.0,7.0,138.38,2025-12-14
448,6,8.0,1.0,12.0,104.81,2025-12-08
448,7,3.0,0.0,4.0,96.55,2025-12-14
448,8,6.0,1.0,9.0,164.78,2025-12-21
448,9,5.0,1.0,7.0,111.43,2025-12-30
448,10,5.0,1.0,7.0,71.96,2025-12-17
448,11,1.0,0.0,1.0,113.82,2025-12-16
448,12,1.0,0.0,10.0,0.0,2025-12-22
449,1,17.0,3.0,25.0,7.03,2025-12-19
449,2,13.0,2.0,19.0,13.74,2025-12-17
449,3,19.0,3.0,28.0,12.77,2025-12-12
449,4,14.0,2.0,21.0,11.12,2025-12-16
449,5,21.0,4.0,31.0,19.41,2025-12-09
449,6,13.0,2.0,19.0,17.28,2025-12-12
449,7,15.0,3.0,22.0,12.92,2025-12-28
449,8,24.0,4.0,36.0,14.37,2025-12-03
449,9,15.0,3.0,22.0,15.09,2025-12-04
449,10,21.0,4.0,31.0,9.03,2025-12-26
449,11,13.0,2.0,19.0,18.18,2025-12-07
449,12,4.0,0.0,10.0,0.0,2025-12-21
450,1,50.0,10.0,75.0,1.49,2025-12-04
450,2,42.0,8.0,63.0,1.45,
450,3,54.0,10.0,81.0,0.87,2025-12-04
450,4,53.0,10.0,79.0,1.02,2025-12-30
450,5,41.0,8.0,61.0,0.78,2025-12-25
450,6,61.0,12.0,91.0,0.87,2025-12-18
450,7,58.0,11.0,87.0,1.14,2025-12-14
450,8,52.0,10.0,78.0,0.94,2025-12-10
450,9,47.0,9.0,70.0,0.64,2025-12-30
450,10,46.0,9.0,69.0,0.99,2025-12-20
450,11,49.0,9.0,73.0,1.18,2025-12-25
450,12,0.0,0.0,10.0,0.0,2025-12-07
451,1,23.0,4.0,34.0,10.52,2025-12-07
451,2,17.0,3.0,25.0,10.08,2025-12-04
451,3,17.0,3.0,25.0,6.67,2025-12-23
451,4,25.0,5.0,37.0,8.76,2025-12-30
451,5,13.0,2.0,19.0,11.21,2025-12-12
451,6,16.0,3.0,24.0,17.61,2025-12-06
451,7,18.0,3.0,27.0,14.67,2025-12-17
451,8,16.0,3.0,24.0,10.1,2025-12-12
451,9,21.0,4.0,31.0,9.33,2025-12-04
451,10,16.0,3.0,24.0,14.94,2025-12-05
451,11,25.0,5.0,37.0,17.67,2025-12-30
451,12,0.0,0.0,10.0,0.0,2025-12-04
452,1,52.0,10.0,78.0,2.3,2025-12-29
452,2,50.0,10.0,75.0,1.18,2025-12-20
452,3,51.0,10.0,76.0,0.86,2025-12-10
452,4,50.0,10.0,75.0,1.97,2025-12-15
452,5,53.0,10.0,79.0,2.37,2025-12-04
452,6,65.0,13.0,97.0,1.55,2025-12-25
452,7,59.0,11.0,88.0,2.71,2025-12-22
452,8,40.0,8.0,60.0,2.91,2025-12-12
452,9,57.0,11.0,85.0,2.17,2025-12-31
452,10,55.0,11.0,82.0,1.44,2025-12-15
452,11,54.0,10.0,81.0,0.94,2025-12-30
452,12,0.0,0.0,10.0,0.0,2025-12-28
453,1,26.0,5.0,39.0,1.86,2025-12-16
453,2,20.0,4.0,30.0,1.71,2025-12-03
453,3,24.0,4.0,36.0,1.55,2025-12-26
453,4,14.0,2.0,21.0,2.0,2025-12-20
453,5,20.0,4.0,30.0,0.92,2025-12-12
453,6,19.0,3.0,28.0,1.99,2025-12-05
453,7,19.0,3.0,28.0,1.94,2025-12-09
453,8,24.0,4.0,36.0,1.71,2025-12-22
453,9,20.0,4.0,30.0,0.98,2025-12-18
453,10,19.0,3.0,28.0,0.76,2025-12-27
453,11,19.0,3.0,28.0,1.64,2025-12-04
453,12,6.0,0.0,10.0,0.0,2025-12-05
454,1,15.0,3.0,22.0,2.75,2025-12-03
454,2,26.0,5.0,39.0,2.77,2025-12-24
454,3,20.0,4.0,30.0,2.56,2025-12-06
454,4,15.0,3.0,22.0,2.81,2025-12-09
454,5,18.0,3.0,27.0,2.92,2025-12-22
454,6,16.0,3.0,24.0,3.34,2025-12-18
454,7,19.0,3.0,28.0,4.38,2025-12-03
454,8,17.0,3.0,25.0,3.4,2025-12-02
454,9,25.0,5.0,37.0,3.36,2025-12-15
454,10,17.0,3.0,25.0,2.645192491483114,2025-12-08
454,11,22.0,4.0,33.0,1.77,2025-12-16
454,12,3.0,0.0,10.0,0.0,2025-12-23
455,1,,3.0,25.0,11.68,2025-12-06
455,2,15.0,3.0,22.0,13.42,2025-12-29
455,3,17.0,3.0,25.0,13.5,2025-12-09
455,4,20.0,4.0,30.0,12.0,2025-12-28
455,5,22.0,4.0,33.0,11.74,
455,6,17.0,3.0,25.0,15.7,2025-12-28
455,7,21.0,4.0,31.0,9.07,2025-12-06
455,8,30.0,6.0,45.0,23.57,2025-12-28
455,9,19.0,3.0,28.0,56.658950092904014,2025-12-20
455,10,15.0,3.0,22.0,18.67,2025-12-21
455,11,22.0,4.0,33.0,12.27,2025-12-30
455,12,5.0,0.0,10.0,0.0,2025-12-15
456,1,54.0,10.0,81.0,1.57,2025-12-03
456,2,55.0,11.0,82.0,1.31,2025-12-10
456,3,50.0,10.0,75.0,1.04,2025-12-26
456,4,59.0,11.0,88.0,1.37,2025-12-05
456,5,48.0,9.0,72.0,1.83,2025-12-08
456,6,52.0,10.0,78.0,0.82,2025-12-05
456,7,61.0,12.0,91.0,1.15,2025-12-11
456,8,49.0,9.0,73.0,2.11,2025-12-06
456,9,51.0,10.0,76.0,0.83,2025-12-21
456,10,48.0,9.0,72.0,1.67,2025-12-06
456,11,51.0,10.0,76.0,1.55,2025-12-30
456,12,3.0,0.0,10.0,0.0,2025-12-31
457,1,19.0,3.0,28.0,4.98,2025-12-09
457,2,28.0,5.0,42.0,4.46,2025-12-06
457,3,31.0,6.0,46.0,8.36,2025-12-03
457,4,21.0,4.0,31.0,12.05,2025-12-04
457,5,25.0,5.0,37.0,5.76,2025-12-03
457,6,14.0,2.0,21.0,4.37,2025-12-21
457,7,18.0,3.0,27.0,6.77,2025-12-21
457,8,18.0,3.0,27.0,16.12,2025-12-29
457,9,22.0,4.0,33.0,8.58,2025-12-24
457,10,14.0,2.0,21.0,12.61,2025-12-23
457,11,20.0,4.0,30.0,5.01,2025-12-30
457,12,8.0,0.0,10.0,0.0,2025-12-20
458,1,53.0,10.0,79.0,0.82,2025-12-22
458,2,43.0,8.0,64.0,0.56,2025-12-22
458,3,42.0,8.0,63.0,0.82,2025-12-08
458,4,50.0,10.0,75.0,0.6,2025-12-30
458,5,40.0,8.0,60.0,0.34,2025-12-11
458,6,52.0,10.0,78.0,0.79,2025-12-11
458,7,40.0,8.0,60.0,0.65,2025-12-22
458,8,57.0,11.0,85.0,0.8,2025-12-19
458,9,55.0,11.0,82.0,0.59,2025-12-08
458,10,52.0,10.0,78.0,0.83,2025-12-02
458,11,52.0,10.0,78.0,0.54,2025-12-05
458,12,4.0,0.0,10.0,0.0,2025-12-03
459,1,56.0,11.0,84.0,0.81,2025-12-24
459,2,53.0,10.0,79.0,0.57,2025-12-09
459,3,55.0,11.0,82.0,0.9,2025-12-20
459,4,62.0,12.0,93.0,0.38,2025-12-03
459,5,48.0,9.0,72.0,0.82,2025-12-11
459,6,46.0,9.0,69.0,1.12,2025-12-20
459,7,46.0,9.0,69.0,1.11,2025-12-13
459,8,52.0,10.0,78.0,0.74,2025-12-24
459,9,42.0,8.0,63.0,0.8,2025-12-30
459,10,48.0,9.0,72.0,1.07,2025-12-25
459,11,61.0,12.0,91.0,0.75,2025-12-23
459,12,6.0,0.0,10.0,0.0,2025-12-06
460,1,14.0,2.0,21.0,2.15,2025-12-25
460,2,14.0,2.0,21.0,5.31,2025-12-04
460,3,20.0,4.0,30.0,3.98,2025-12-02
460,4,18.0,3.0,27.0,2.85,2025-12-17
460,5,26.0,5.0,39.0,3.34,2025-12-17
460,6,19.0,3.0,28.0,2.78,2025-12-14
460,7,19.0,3.0,28.0,6.09,2025-12-31
460,8,21.0,4.0,31.0,6.33,2025-12-22
460,9,24.0,4.0,36.0,3.14,2025-12-20
460,10,16.0,3.0,24.0,3.92,2025-12-10
460,11,20.0,4.0,30.0,2.92,2025-12-08
460,12,4.0,0.0,10.0,0.0,2025-12-08
461,1,5.0,1.0,7.0,147.56,2025-12-02
461,2,3.0,0.0,4.0,119.45,2025-12-26
461,3,6.0,1.0,9.0,80.75,2025-12-28
461,4,6.0,1.0,9.0,79.34,2025-12-21
461,5,6.0,1.0,9.0,146.22,2025-12-09
461,6,5.0,1.0,7.0,89.19,2025-12-03
461,7,4.0,0.0,6.0,126.39,2025-12-28
461,8,4.0,0.0,6.0,150.43,2025-12-10
461,9,2.0,0.0,3.0,128.4,2025-12-08
461,10,6.0,1.0,9.0,91.35,2025-12-09
461,11,6.0,1.0,9.0,149.09,2025-12-30
461,12,8.0,0.0,10.0,0.0,2025-12-31
462,1,17.0,3.0,25.0,2.23,2025-12-30
462,2,16.0,3.0,24.0,3.06,2025-12-13
462,3,21.0,4.0,31.0,2.17,2025-12-11
462,4,19.0,3.0,28.0,3.86,2025-12-17
462,5,21.0,4.0,31.0,2.37,2025-12-02
462,6,17.0,3.0,25.0,2.84,2025-12-24
462,7,11.0,2.0,16.0,2.49,2025-12-16
462,8,22.0,4.0,33.0,5.08,2025-12-24
462,9,18.0,3.0,27.0,4.03,2025-12-20
462,10,24.0,4.0,36.0,3.83,2025-12-30
462,11,14.0,2.0,21.0,1.77,2025-12-16
462,12,1.0,0.0,10.0,0.0,2025-12-19
463,1,44.0,8.0,66.0,1.88,2025-12-03
463,2,32.0,6.0,48.0,1.46,2025-12-05
463,3,51.0,10.0,76.0,1.23,2025-12-24
463,4,47.0,9.0,70.0,1.56,2025-12-07
463,5,59.0,11.0,88.0,2.68,2025-12-19
463,6,56.0,11.0,84.0,3.36,2025-12-04
463,7,35.0,7.0,52.0,1.82,2025-12-19
463,8,56.0,11.0,84.0,4.18,2025-12-31
463,9,47.0,9.0,70.0,2.4,2025-12-30
463,10,40.0,8.0,60.0,1.46,2025-12-02
463,11,55.0,11.0,82.0,1.48,2025-12-17
463,12,2.0,0.0,10.0,0.0,2025-12-19
464,1,20.0,4.0,30.0,2.93,2025-12-15
464,2,21.0,4.0,31.0,1.34,2025-12-05
464,3,26.0,5.0,39.0,2.28,2025-12-20
464,4,16.0,3.0,24.0,1.85,2025-12-17
464,5,18.0,3.0,27.0,2.23,2025-12-12
464,6,22.0,4.0,33.0,2.43,2025-12-18
464,7,14.0,2.0,21.0,3.83,2025-12-28
464,8,22.0,4.0,33.0,2.05,2025-12-28
464,9,18.0,3.0,27.0,1.72,2025-12-28
464,10,17.0,3.0,25.0,1.49,2025-12-18
464,11,18.0,3.0,27.0,1.76,2025-12-30
464,12,3.0,0.0,10.0,0.0,2025-12-02
465,1,16.0,3.0,24.0,3.1,2025-12-20
465,2,19.0,3.0,28.0,1.69,2025-12-02
465,3,16.0,3.0,24.0,2.29,2025-12-31
465,4,18.0,3.0,27.0,3.38,2025-12-09
465,5,25.0,5.0,37.0,2.03,2025-12-09
465,6,23.0,4.0,34.0,1.58,2025-12-14
465,7,21.0,4.0,31.0,2.33,2025-12-31
465,8,21.0,4.0,31.0,2.23,2025-12-21
465,9,21.0,4.0,31.0,3.5,2025-12-10
465,10,26.0,5.0,39.0,1.49,2025-12-17
465,11,23.0,4.0,34.0,2.12,2025-12-03
465,12,3.0,0.0,10.0,0.0,2025-12-16
466,1,58.0,11.0,87.0,1.51,2025-12-19
466,2,45.0,9.0,67.0,1.19,2025-12-05
466,3,52.0,10.0,78.0,2.64,2025-12-31
466,4,48.0,9.0,72.0,2.43,2025-12-18
466,5,42.0,8.0,63.0,1.3,2025-12-17
466,6,60.0,12.0,90.0,1.57,2025-12-13
466,7,53.0,10.0,79.0,3.32,2025-12-15
466,8,52.0,10.0,78.0,2.8,2025-12-12
466,9,50.0,10.0,75.0,1.65,2025-12-30
466,10,50.0,10.0,75.0,1.96,2025-12-05
466,11,52.0,10.0,78.0,1.06,2025-12-05
466,12,7.0,0.0,10.0,0.0,2025-12-17
467,1,50.0,10.0,75.0,1.86,2025-12-28
467,2,46.0,9.0,69.0,2.29,2025-12-07
467,3,32.0,6.0,48.0,1.34,2025-12-24
467,4,59.0,11.0,88.0,1.45,2025-12-14
467,5,53.0,10.0,79.0,2.72,2025-12-06
467,6,60.0,12.0,90.0,3.05,2025-12-30
467,7,47.0,9.0,70.0,3.67,2025-12-19
467,8,52.0,10.0,78.0,1.98,2025-12-13
467,9,61.0,12.0,91.0,1.29,2025-12-27
467,10,63.0,12.0,94.0,2.1,2025-12-22
467,11,32.0,6.0,48.0,1.31,2025-12-30
467,12,5.0,0.0,10.0,0.0,2025-12-31
468,1,4.0,0.0,6.0,53.95,2025-12-05
468,2,7.0,1.0,10.0,108.1,2025-12-23
468,3,9.0,1.0,13.0,81.12,2025-12-23
468,4,4.0,0.0,6.0,42.69,2025-12-31
468,5,2.0,0.0,3.0,45.43,2025-12-16
468,6,5.0,1.0,7.0,112.7,2025-12-23
468,7,3.0,0.0,4.0,111.25,2025-12-23
468,8,4.0,0.0,6.0,60.97,2025-12-03
468,9,3.0,0.0,4.0,106.74,2025-12-31
468,10,8.0,1.0,12.0,50.49,2025-12-31
468,11,6.0,1.0,9.0,82.83,2025-12-11
468,12,5.0,0.0,10.0,0.0,2025-12-02
469,1,12.0,2.0,18.0,5.33,2025-12-11
469,2,18.0,3.0,27.0,12.15,2025-12-17
469,3,19.0,3.0,28.0,11.86,2025-12-17
469,4,13.0,2.0,19.0,14.89,2025-12-20
469,5,13.0,2.0,19.0,5.8,2025-12-17
469,6,17.0,3.0,25.0,9.24,2025-12-13
469,7,14.0,2.0,21.0,9.25,2025-12-08
469,8,15.0,3.0,22.0,19.64,2025-12-12
469,9,22.0,4.0,33.0,11.85,2025-12-31
469,10,19.0,3.0,28.0,8.7,2025-12-23
469,11,19.0,3.0,28.0,10.3,2025-12-02
469,12,7.0,0.0,10.0,0.0,2025-12-30
470,1,17.0,3.0,25.0,11.22,2025-12-13
470,2,22.0,4.0,33.0,6.88,2025-12-23
470,3,22.0,4.0,33.0,11.74,2025-12-20
470,4,29.0,5.0,43.0,15.19,2025-12-08
470,5,20.0,4.0,30.0,5.73,2025-12-11
470,6,23.0,4.0,34.0,12.74,2025-12-30
470,7,18.0,3.0,27.0,8.64,2025-12-14
470,8,26.0,5.0,39.0,12.03,2025-12-05
470,9,15.0,3.0,22.0,15.12,2025-12-27
470,10,25.0,5.0,37.0,13.95,2025-12-24
470,11,17.0,3.0,25.0,15.33,2025-12-22
470,12,7.0,0.0,10.0,0.0,2025-12-04
471,1,24.0,4.0,36.0,13.96,2025-12-24
471,2,16.0,3.0,24.0,7.38,2025-12-16
471,3,18.0,3.0,27.0,11.7,2025-12-19
471,4,13.0,2.0,19.0,6.04,2025-12-21
471,5,17.0,3.0,25.0,13.71,2025-12-05
471,6,19.0,3.0,28.0,8.47,2025-12-23
471,7,24.0,4.0,36.0,8.15,2025-12-25
471,8,29.0,5.0,43.0,18.77,2025-12-06
471,9,19.0,3.0,28.0,13.83,2025-12-07
471,10,17.0,3.0,25.0,5.52,2025-12-04
471,11,18.0,3.0,27.0,10.14,2025-12-13
471,12,1.0,0.0,10.0,0.0,2025-12-09
472,1,7.0,1.0,10.0,123.88,2025-12-08
472,2,5.0,1.0,7.0,139.97,2025-12-04
472,3,3.0,0.0,4.0,115.69,2025-12-08
472,4,9.0,1.0,13.0,95.28,2025-12-19
472,5,9.0,1.0,13.0,54.21,2025-12-10
472,6,6.0,1.0,9.0,151.4,2025-12-21
472,7,4.0,0.0,6.0,104.05,2025-12-03
472,8,6.0,1.0,9.0,180.07,2025-12-05
472,9,5.0,1.0,7.0,123.89,2025-12-24
472,10,2.0,0.0,3.0,73.81,2025-12-07
472,11,3.0,0.0,4.0,150.23,2025-12-18
472,12,6.0,0.0,10.0,0.0,2025-12-10
473,1,52.0,10.0,78.0,0.74,2025-12-21
473,2,49.0,9.0,73.0,0.65,2025-12-30
473,3,54.0,10.0,81.0,1.52,2025-12-03
473,4,56.0,11.0,84.0,0.6,2025-12-16
473,5,57.0,11.0,85.0,1.26,2025-12-23
473,6,53.0,10.0,79.0,0.92,2025-12-18
473,7,45.0,9.0,67.0,1.21,2025-12-05
473,8,46.0,9.0,69.0,1.25,2025-12-19
473,9,53.0,10.0,79.0,1.16,2025-12-21
473,10,49.0,9.0,73.0,1.47,2025-12-09
473,11,46.0,9.0,69.0,0.74,2025-12-05
473,12,1.0,0.0,10.0,0.0,2025-12-17
474,1,5.0,1.0,7.0,291.43,2025-12-07
474,2,6.0,1.0,9.0,128.77,2025-12-30
474,3,6.0,1.0,9.0,288.07,2025-12-07
474,4,5.0,1.0,7.0,190.24,2025-12-10
474,5,3.0,0.0,4.0,191.4,2025-12-12
474,6,5.0,1.0,7.0,265.97,2025-12-25
474,7,8.0,1.0,12.0,436.9,2025-12-13
474,8,6.0,1.0,9.0,350.06,2025-12-22
474,9,4.0,0.0,6.0,148.21,2025-12-21
474,10,6.0,1.0,9.0,305.47,2025-12-07
474,11,0.0,0.0,0.0,192.94,2025-12-07
474,12,2.0,0.0,10.0,0.0,2025-12-05
475,1,15.0,3.0,22.0,7.96,2025-12-07
475,2,16.0,3.0,24.0,7.83,2025-12-05
475,3,24.0,4.0,36.0,10.61,2025-12-22
475,4,19.0,3.0,28.0,4.61,2025-12-30
475,5,22.0,4.0,33.0,6.21,2025-12-15
475,6,18.0,3.0,27.0,9.81,2025-12-10
475,7,26.0,5.0,39.0,8.49,2025-12-02
475,8,17.0,3.0,25.0,9.08,2025-12-15
475,9,12.0,2.0,18.0,4.67,2025-12-23
475,10,24.0,4.0,36.0,10.33,2025-12-27
475,11,14.0,2.0,21.0,4.0,2025-12-29
475,12,8.0,0.0,10.0,0.0,2025-12-22
476,1,17.0,3.0,25.0,7.2,2025-12-16
476,2,18.0,3.0,27.0,7.06,2025-12-19
476,3,21.0,4.0,31.0,4.5,2025-12-09
476,4,23.0,4.0,34.0,3.97,2025-12-20
476,5,18.0,3.0,27.0,8.43,2025-12-28
476,6,21.0,4.0,31.0,4.42,2025-12-25
476,7,15.0,3.0,22.0,7.74,2025-12-14
476,8,19.0,3.0,28.0,5.81,2025-12-29
476,9,13.0,2.0,19.0,4.14,2025-12-11
476,10,18.0,3.0,27.0,8.33,2025-12-20
476,11,17.0,3.0,25.0,3.46,2025-12-05
476,12,4.0,0.0,10.0,0.0,2025-12-09
477,1,20.0,4.0,30.0,3.76,2025-12-30
477,2,26.0,5.0,39.0,3.23,2025-12-02
477,3,27.0,5.0,40.0,2.99,2025-12-20
477,4,26.0,5.0,39.0,1.85,2025-12-28
477,5,19.0,3.0,28.0,3.06,2025-12-28
477,6,29.0,5.0,43.0,2.75,2025-12-27
477,7,14.0,2.0,21.0,3.65,2025-12-18
477,8,22.0,4.0,33.0,2.61,2025-12-07
477,9,18.0,3.0,27.0,4.13,2025-12-25
477,10,23.0,4.0,34.0,1.9,2025-12-11
477,11,29.0,5.0,43.0,3.89,2025-12-25
477,12,0.0,,10.0,0.0,2025-12-05
478,1,50.0,10.0,75.0,0.99,2025-12-04
478,2,47.0,9.0,70.0,1.52,2025-12-31
478,3,48.0,9.0,72.0,1.04,2025-12-19
478,4,49.0,9.0,73.0,1.56,2025-12-21
478,5,46.0,9.0,69.0,1.73,2025-12-23
478,6,48.0,9.0,72.0,0.7,2025-12-06
478,7,43.0,8.0,64.0,1.73,2025-12-28
478,8,43.0,8.0,64.0,1.96,2025-12-17
478,9,46.0,9.0,69.0,1.49,2025-12-12
478,10,53.0,10.0,79.0,1.14,2025-12-17
478,11,48.0,9.0,72.0,0.64,2025-12-16
478,12,7.0,0.0,10.0,0.0,2025-12-23
479,1,20.0,4.0,30.0,4.34,2025-12-04
479,2,18.0,3.0,27.0,5.69,2025-12-13
479,3,15.0,3.0,22.0,8.17,2025-12-30
479,4,26.0,5.0,39.0,7.65,2025-12-19
479,5,23.0,4.0,34.0,9.13,2025-12-16
479,6,24.0,4.0,36.0,5.47,2025-12-13
479,7,22.0,4.0,33.0,7.19,2025-12-31
479,8,19.0,3.0,28.0,5.27,2025-12-11
479,9,17.0,3.0,25.0,5.79,2025-12-20
479,10,14.0,2.0,21.0,5.59,2025-12-03
479,11,18.0,3.0,27.0,4.73,2025-12-04
479,12,9.0,0.0,10.0,0.0,2025-12-28
480,1,38.0,7.0,57.0,1.61,2025-12-28
480,2,52.0,10.0,78.0,1.43,2025-12-02
480,3,48.0,9.0,72.0,0.84,
480,4,46.0,9.0,69.0,1.14,2025-12-28
480,5,50.0,10.0,75.0,1.24,2025-12-23
480,6,50.0,10.0,75.0,0.97,2025-12-28
480,7,53.0,10.0,79.0,2.11,2025-12-20
480,8,40.0,8.0,60.0,1.87,2025-12-06
480,9,49.0,9.0,73.0,0.59,2025-12-21
480,10,45.0,9.0,67.0,0.58,2025-12-05
480,11,47.0,9.0,70.0,0.93,2025-12-07
480,12,0.0,0.0,10.0,0.0,2025-12-05
481,1,18.0,3.0,27.0,4.77,2025-12-12
481,2,23.0,4.0,34.0,3.41,2025-12-06
481,3,12.0,2.0,18.0,3.32,2025-12-26
481,4,19.0,3.0,28.0,4.65,2025-12-20
481,5,19.0,3.0,28.0,5.89,2025-12-24
481,6,28.0,5.0,42.0,3.93,2025-12-26
481,7,33.0,6.0,49.0,3.52,2025-12-06
481,8,16.0,3.0,24.0,5.03,2025-12-30
481,9,18.0,3.0,27.0,6.05,2025-12-05
481,10,18.0,3.0,,4.18,2025-12-11
481,11,18.0,3.0,27.0,4.17,2025-12-15
481,12,5.0,0.0,10.0,0.0,2025-12-15
482,1,30.0,6.0,45.0,2.33,2025-12-08
482,2,16.0,3.0,24.0,2.28,2025-12-09
482,3,18.0,3.0,27.0,2.2,2025-12-15
482,4,24.0,4.0,36.0,1.78,2025-12-19
482,5,22.0,4.0,33.0,1.05,2025-12-29
482,6,24.0,4.0,36.0,2.34,2025-12-03
482,7,24.0,4.0,36.0,2.94,
482,8,21.0,4.0,31.0,2.93,2025-12-24
482,9,19.0,3.0,28.0,2.5,2025-12-25
482,10,18.0,3.0,27.0,1.21,2025-12-14
482,11,22.0,4.0,33.0,1.57,2025-12-07
482,12,8.0,0.0,10.0,0.0,2025-12-26
483,1,19.0,3.0,28.0,1.63,2025-12-26
483,2,15.0,3.0,22.0,2.87,2025-12-16
483,3,20.0,4.0,30.0,4.23,2025-12-07
483,4,25.0,5.0,37.0,3.87,2025-12-09
483,5,16.0,3.0,24.0,2.99,2025-12-03
483,6,31.0,6.0,46.0,3.91,2025-12-12
483,7,24.0,4.0,36.0,2.43,2025-12-10
483,8,24.0,4.0,36.0,2.7,2025-12-24
483,9,18.0,3.0,27.0,2.31,2025-12-07
483,10,10.0,,15.0,3.84,2025-12-07
483,11,24.0,4.0,36.0,2.88,2025-12-05
483,12,8.0,0.0,10.0,0.0,2025-12-20
484,1,20.0,4.0,30.0,2.36,2025-12-09
484,2,21.0,4.0,31.0,2.5,2025-12-06
484,3,32.0,6.0,48.0,1.2,2025-12-27
484,4,21.0,4.0,31.0,1.24,2025-12-12
484,5,19.0,3.0,28.0,1.94,2025-12-18
484,6,18.0,3.0,27.0,1.34,2025-12-05
